DATE,COUNTY,INDIVIDUALS,CASELOADS,ISSUANCE
2019-12-01,Knox,44193,22412,5284834
2019-12-01,Lake,1721,966,204528
2019-12-01,Lauderdale,5664,2887,679239
2019-12-01,Lawrence,5694,2773,634378
2019-12-01,Lewis,1811,914,196255
2019-12-01,Lincoln,4811,2210,557363
2019-12-01,Loudon,4164,2002,473335
2019-12-01,Macon,4314,2039,517520
2019-12-01,Madison,15475,7453,1846154
2019-12-01,Marion,4561,2219,559146
2019-12-01,Marshall,3633,1670,427872
2019-12-01,Maury,9257,4384,1102431
2019-12-01,Meigs,2026,1040,249309
2019-12-01,Monroe,6499,3151,711142
2019-12-01,Montgomery,21964,9526,2679423
2019-12-01,Moore,465,218,53235
2019-12-01,Morgan,3247,1596,359327
2019-12-01,McMinn,7739,3714,921454
2019-12-01,McNairy,4247,2300,476018
2019-12-01,Obion,5031,2470,583410
2019-12-01,Overton,2913,1524,312226
2019-12-01,Perry,1274,599,142581
2019-12-01,Pickett,764,403,79276
2019-12-01,Polk,2322,1143,263256
2019-12-01,Putnam,9412,4690,1089168
2019-12-01,Rhea,5522,2718,659499
2019-12-01,Roane,6688,3238,767807
2019-12-01,Robertson,7068,3234,879036
2019-12-01,Rutherford,24015,10322,2943276
2019-12-01,Scott,5805,3023,656172
2019-12-01,Sequatchie,2684,1317,317150
2019-12-01,Sevier,8493,4005,921578
2019-12-01,Shelby,184489,84606,23903315
2019-12-01,Smith,2314,1118,275725
2019-12-01,Stewart,1574,730,170766
2019-12-01,Sullivan,20143,10047,2295189
2019-12-01,Sumner,13737,6240,1667732
2019-12-01,Tipton,8284,3883,999458
2019-12-01,Trousdale,1215,602,149667
2019-12-01,Unicoi,2547,1335,269421
2019-12-01,Union,3500,1623,385703
2019-12-01,Van Buren,894,422,94377
2019-12-01,Warren,6796,3259,809697
2019-12-01,Washington,13510,7022,1567879
2019-12-01,Wayne,2002,1046,216698
2019-12-01,Weakley,4671,2343,526167
2019-12-01,White,4001,1951,450154
2019-12-01,Williamson,3778,1741,444305
2019-12-01,Wilson,8734,4213,1098796
2020-01-01,Anderson,9977,4893,1137230
2020-01-01,Bedford,7958,3536,996314
2020-01-01,Benton,2534,1288,272246
2020-01-01,Bledsoe,2507,1332,302012
2020-01-01,Blount,11326,5850,1301795
2020-01-01,Bradley,13842,6684,1663434
2020-01-01,Campbell,8613,4702,983943
2020-01-01,Cannon,1954,977,236636
2020-01-01,Carroll,4446,2161,500110
2020-01-01,Carter,8077,4008,874362
2020-01-01,Cheatham,3409,1556,420478
2020-01-01,Chester,2487,1119,281200
2020-01-01,Claiborne,5437,2749,584266
2020-01-01,Clay,1479,773,152255
2020-01-01,Cocke,7956,4106,884041
2020-01-01,Coffee,8200,3817,1006209
2020-01-01,Crockett,2189,1044,243762
2020-01-01,Cumberland,7614,3674,865660
2020-01-01,Davidson,70525,32525,8763413
2020-01-01,Decatur,1828,944,197770
2020-01-01,Dekalb,3078,1490,362597
2020-01-01,Dickson,5978,3009,718530
2020-01-01,Dyer,7374,3581,855636
2020-01-01,Fayette,4679,2442,541162
2020-01-01,Fentress,3818,2030,399147
2020-01-01,Franklin,4274,2074,507494
2020-01-01,Gibson,8054,3891,897880
2020-01-01,Giles,3999,1995,457155
2020-01-01,Grainger,3421,1642,379171
2020-01-01,Greene,8066,4097,874789
2020-01-01,Grundy,3208,1591,363572
2020-01-01,Hamblen,8922,4331,1009673
2020-01-01,Hamilton,42469,20996,5229848
2020-01-01,Hancock,2188,1184,246178
2020-01-01,Hardeman,4425,2271,500763
2020-01-01,Hardin,4500,2337,484308
2020-01-01,Hawkins,9108,4409,1005774
2020-01-01,Haywood,3880,2011,421406
2020-01-01,Henderson,4579,2256,509452
2020-01-01,Henry,5254,2584,591170
2020-01-01,Hickman,3545,1686,408496
2020-01-01,Houston,1236,579,139349
2020-01-01,Humphreys,2366,1122,268034
2020-01-01,Jackson,2014,1064,232882
2020-01-01,Jefferson,6415,3108,704472
2020-01-01,Johnson,3064,1630,330339
2020-01-01,Knox,44981,22667,5373058
2020-01-01,Lake,1762,1001,209441
2020-01-01,Lauderdale,5668,2909,685958
2020-01-01,Lawrence,5763,2781,640483
2020-01-01,Lewis,1817,926,199266
2020-01-01,Lincoln,4889,2254,564972
2020-01-01,Loudon,4236,2040,483083
2020-01-01,Macon,4434,2089,525695
2020-01-01,Madison,15703,7581,1869039
2020-01-01,Marion,4585,2218,552073
2020-01-01,Marshall,3719,1705,441803
2020-01-01,Maury,9305,4391,1118518
2020-01-01,Meigs,2078,1056,254618
2020-01-01,Monroe,6647,3202,726731
2020-01-01,Montgomery,22477,9778,2737294
2020-01-01,Moore,474,222,54465
2020-01-01,Morgan,3246,1595,359849
2020-01-01,McMinn,7824,3774,922903
2020-01-01,McNairy,4382,2361,488705
2020-01-01,Obion,5130,2512,594297
2020-01-01,Overton,2969,1562,324244
2020-01-01,Perry,1279,608,143439
2020-01-01,Pickett,762,401,79782
2020-01-01,Polk,2353,1163,269114
2020-01-01,Putnam,9704,4819,1127898
2020-01-01,Rhea,5688,2792,676099
2020-01-01,Roane,6831,3291,790694
2020-01-01,Robertson,7259,3296,898782
2020-01-01,Rutherford,24150,10399,2974661
2020-01-01,Scott,5909,3036,663994
2020-01-01,Sequatchie,2747,1348,324824
2020-01-01,Sevier,8611,4060,936532
2020-01-01,Shelby,186988,85801,24285287
2020-01-01,Smith,2309,1131,273313
2020-01-01,Stewart,1586,734,173008
2020-01-01,Sullivan,20548,10233,2322632
2020-01-01,Sumner,14011,6320,1696274
2020-01-01,Tipton,8334,3901,1010600
2020-01-01,Trousdale,1203,599,147198
2020-01-01,Unicoi,2540,1327,266901
2020-01-01,Union,3532,1633,382091
2020-01-01,Van Buren,927,442,99582
2020-01-01,Warren,6929,3320,821525
2020-01-01,Washington,13772,7133,1590227
2020-01-01,Wayne,2013,1061,222465
2020-01-01,Weakley,4656,2341,514566
2020-01-01,White,4024,1967,449054
2020-01-01,Williamson,3745,1727,439611
2020-01-01,Wilson,8947,4294,1116925
2020-02-01,Anderson,9827,4828,1119679
2020-02-01,Bedford,7762,3460,958090
2020-02-01,Benton,2506,1271,269325
2020-02-01,Bledsoe,2484,1305,298898
2020-02-01,Blount,10930,5666,1239437
2020-02-01,Bradley,13498,6497,1607239
2020-02-01,Campbell,8564,4685,971769
2020-02-01,Cannon,1903,965,231295
2020-02-01,Carroll,4316,2102,475542
2020-02-01,Carter,7889,3928,848581
2020-02-01,Cheatham,3230,1501,398657
2020-02-01,Chester,2345,1079,257639
2020-02-01,Claiborne,5254,2659,555396
2020-02-01,Clay,1449,751,150684
2020-02-01,Cocke,7817,4014,871629
2020-02-01,Coffee,7972,3734,969784
2020-02-01,Crockett,2117,1012,231569
2020-02-01,Cumberland,7394,3578,836690
2020-02-01,Davidson,68826,31729,8507088
2020-02-01,Decatur,1798,924,191743
2020-02-01,Dekalb,3009,1468,353265
2020-02-01,Dickson,5829,2937,694086
2020-02-01,Dyer,7189,3526,836010
2020-02-01,Fayette,4581,2385,528808
2020-02-01,Fentress,3772,2023,397298
2020-02-01,Franklin,4155,2016,486301
2020-02-01,Gibson,7787,3769,858044
2020-02-01,Giles,3969,1973,452787
2020-02-01,Grainger,3341,1603,367772
2020-02-01,Greene,8002,4035,858622
2020-02-01,Grundy,3134,1567,352264
2020-02-01,Hamblen,8693,4217,987670
2020-02-01,Hamilton,41415,20438,5088941
2020-02-01,Hancock,2132,1144,238140
2020-02-01,Hardeman,4304,2223,480291
2020-02-01,Hardin,4447,2299,480604
2020-02-01,Hawkins,8829,4268,971821
2020-02-01,Haywood,3791,1956,404998
2020-02-01,Henderson,4424,2187,484685
2020-02-01,Henry,5177,2520,578837
2020-02-01,Hickman,3467,1650,395726
2020-02-01,Houston,1189,569,134803
2020-02-01,Humphreys,2334,1108,262623
2020-02-01,Jackson,1911,1022,214684
2020-02-01,Jefferson,6202,3045,673445
2020-02-01,Johnson,2959,1576,313973
2020-02-01,Knox,43750,22047,5170567
2020-02-01,Lake,1693,958,198379
2020-02-01,Lauderdale,5580,2868,668538
2020-02-01,Lawrence,5613,2741,616359
2020-02-01,Lewis,1774,891,190618
2020-02-01,Lincoln,4787,2214,547503
2020-02-01,Loudon,4070,1966,464094
2020-02-01,Macon,4393,2068,520166
2020-02-01,Madison,15285,7386,1799117
2020-02-01,Marion,4460,2172,538577
2020-02-01,Marshall,3561,1642,414394
2020-02-01,Maury,9005,4262,1079333
2020-02-01,Meigs,2072,1044,249717
2020-02-01,Monroe,6483,3160,710784
2020-02-01,Montgomery,21846,9506,2641794
2020-02-01,Moore,459,218,52588
2020-02-01,Morgan,3189,1569,350333
2020-02-01,McMinn,7637,3696,896043
2020-02-01,McNairy,4226,2296,466640
2020-02-01,Obion,4911,2410,563187
2020-02-01,Overton,2876,1506,308351
2020-02-01,Perry,1271,605,140353
2020-02-01,Pickett,738,385,74002
2020-02-01,Polk,2338,1148,268339
2020-02-01,Putnam,9467,4708,1087781
2020-02-01,Rhea,5599,2706,657002
2020-02-01,Roane,6659,3216,764327
2020-02-01,Robertson,6973,3202,859470
2020-02-01,Rutherford,23512,10090,2868617
2020-02-01,Scott,5903,3005,660895
2020-02-01,Sequatchie,2708,1322,315970
2020-02-01,Sevier,8499,4009,920553
2020-02-01,Shelby,182841,83872,23507690
2020-02-01,Smith,2237,1088,262751
2020-02-01,Stewart,1567,716,168063
2020-02-01,Sullivan,19950,9945,2251294
2020-02-01,Sumner,13686,6151,1652385
2020-02-01,Tipton,8113,3829,980214
2020-02-01,Trousdale,1190,588,145189
2020-02-01,Unicoi,2471,1294,259137
2020-02-01,Union,3454,1596,371608
2020-02-01,Van Buren,897,434,94070
2020-02-01,Warren,6826,3250,799614
2020-02-01,Washington,13268,6906,1518293
2020-02-01,Wayne,2005,1045,213667
2020-02-01,Weakley,4499,2273,493059
2020-02-01,White,3956,1926,435260
2020-02-01,Williamson,3531,1634,410487
2020-02-01,Wilson,8659,4156,1082152
2020-03-01,Anderson,9953,4884,1141962
2020-03-01,Bedford,7894,3502,983501
2020-03-01,Benton,2545,1303,277646
2020-03-01,Bledsoe,2520,1316,300319
2020-03-01,Blount,11246,5816,1293384
2020-03-01,Bradley,13778,6627,1657706
2020-03-01,Campbell,8684,4736,994214
2020-03-01,Cannon,1963,984,236737
2020-03-01,Carroll,4318,2129,483804
2020-03-01,Carter,7964,3959,866823
2020-03-01,Cheatham,3328,1538,407710
2020-03-01,Chester,2414,1107,272943
2020-03-01,Claiborne,5339,2708,578116
2020-03-01,Clay,1511,780,160433
2020-03-01,Cocke,8089,4164,916654
2020-03-01,Coffee,8175,3839,1001336
2020-03-01,Crockett,2182,1047,247297
2020-03-01,Cumberland,7534,3666,862524
2020-03-01,Davidson,70411,32482,9828796
2020-03-01,Decatur,1829,935,194964
2020-03-01,Dekalb,3055,1505,368681
2020-03-01,Dickson,5967,2986,715501
2020-03-01,Dyer,7313,3576,850201
2020-03-01,Fayette,4623,2423,541927
2020-03-01,Fentress,3853,2048,405055
2020-03-01,Franklin,4285,2067,508282
2020-03-01,Gibson,7877,3823,876971
2020-03-01,Giles,3958,1977,452248
2020-03-01,Grainger,3379,1619,375111
2020-03-01,Greene,8018,4061,862110
2020-03-01,Grundy,3236,1613,367681
2020-03-01,Hamblen,8894,4326,1021622
2020-03-01,Hamilton,42119,20816,5224402
2020-03-01,Hancock,2163,1160,240554
2020-03-01,Hardeman,4389,2264,496578
2020-03-01,Hardin,4447,2304,481436
2020-03-01,Hawkins,8938,4299,991666
2020-03-01,Haywood,3801,1945,411555
2020-03-01,Henderson,4448,2216,490139
2020-03-01,Henry,5261,2565,602029
2020-03-01,Hickman,3493,1669,402749
2020-03-01,Houston,1228,577,136953
2020-03-01,Humphreys,2387,1137,274282
2020-03-01,Jackson,1991,1047,247451
2020-03-01,Jefferson,6492,3158,720480
2020-03-01,Johnson,3054,1627,326956
2020-03-01,Knox,44708,22645,5367576
2020-03-01,Lake,1715,971,203693
2020-03-01,Lauderdale,5709,2928,688996
2020-03-01,Lawrence,5652,2736,622238
2020-03-01,Lewis,1773,896,195050
2020-03-01,Lincoln,4854,2228,561449
2020-03-01,Loudon,4175,2014,475317
2020-03-01,Macon,4423,2081,532365
2020-03-01,Madison,15439,7424,1843379
2020-03-01,Marion,4530,2207,553593
2020-03-01,Marshall,3662,1675,427525
2020-03-01,Maury,9181,4333,1107367
2020-03-01,Meigs,2023,1022,243451
2020-03-01,Monroe,6721,3269,748034
2020-03-01,Montgomery,22472,9796,2771582
2020-03-01,Moore,435,213,49909
2020-03-01,Morgan,3288,1597,368081
2020-03-01,McMinn,7658,3710,902088
2020-03-01,McNairy,4254,2312,471816
2020-03-01,Obion,4933,2418,562384
2020-03-01,Overton,3019,1558,326828
2020-03-01,Perry,1291,606,144515
2020-03-01,Pickett,756,399,75396
2020-03-01,Polk,2345,1170,270628
2020-03-01,Putnam,9522,4741,1151075
2020-03-01,Rhea,5680,2774,674914
2020-03-01,Roane,6801,3271,786202
2020-03-01,Robertson,7071,3249,872191
2020-03-01,Rutherford,24354,10484,3028911
2020-03-01,Scott,6036,3077,687138
2020-03-01,Sequatchie,2707,1341,321580
2020-03-01,Sevier,8972,4186,994261
2020-03-01,Shelby,186329,85558,24113346
2020-03-01,Smith,2311,1137,277430
2020-03-01,Stewart,1620,733,175429
2020-03-01,Sullivan,20352,10140,2312553
2020-03-01,Sumner,13954,6317,1719726
2020-03-01,Tipton,8243,3903,993051
2020-03-01,Trousdale,1170,576,139230
2020-03-01,Unicoi,2514,1310,266972
2020-03-01,Union,3493,1605,382633
2020-03-01,Van Buren,941,454,100392
2020-03-01,Warren,6917,3312,820046
2020-03-01,Washington,13557,7033,1574798
2020-03-01,Wayne,2002,1046,216583
2020-03-01,Weakley,4591,2318,516873
2020-03-01,White,4032,1968,459134
2020-03-01,Williamson,3707,1710,443212
2020-03-01,Wilson,8927,4317,1238071
2020-04-01,Anderson,10394,5099,1216669
2020-04-01,Bedford,8116,3639,1022220
2020-04-01,Benton,2637,1351,299238
2020-04-01,Bledsoe,2578,1352,312414
2020-04-01,Blount,11648,5988,1357406
2020-04-01,Bradley,14221,6884,1756913
2020-04-01,Campbell,8828,4806,1013126
2020-04-01,Cannon,2033,1021,248799
2020-04-01,Carroll,4520,2219,510993
2020-04-01,Carter,8310,4107,922503
2020-04-01,Cheatham,3533,1635,439197
2020-04-01,Chester,2475,1138,278896
2020-04-01,Claiborne,5510,2791,596226
2020-04-01,Clay,1499,775,158571
2020-04-01,Cocke,8510,4393,983800
2020-04-01,Coffee,8626,4051,1063809
2020-04-01,Crockett,2157,1045,244163
2020-04-01,Cumberland,7750,3779,901616
2020-04-01,Davidson,75783,35935,9861609
2020-04-01,Decatur,1895,971,202977
2020-04-01,Dekalb,3193,1551,388773
2020-04-01,Dickson,6304,3143,769182
2020-04-01,Dyer,7433,3653,868975
2020-04-01,Fayette,4644,2445,548954
2020-04-01,Fentress,3877,2072,413778
2020-04-01,Franklin,4405,2151,532409
2020-04-01,Gibson,8104,3935,914451
2020-04-01,Giles,4245,2097,493472
2020-04-01,Grainger,3461,1654,387972
2020-04-01,Greene,8313,4187,914535
2020-04-01,Grundy,3333,1671,381645
2020-04-01,Hamblen,9275,4487,1073364
2020-04-01,Hamilton,44071,22162,5724283
2020-04-01,Hancock,2135,1148,241326
2020-04-01,Hardeman,4495,2358,520616
2020-04-01,Hardin,4608,2401,508763
2020-04-01,Hawkins,9036,4341,1008240
2020-04-01,Haywood,3964,2081,438806
2020-04-01,Henderson,4639,2286,526601
2020-04-01,Henry,5423,2635,625421
2020-04-01,Hickman,3587,1713,416576
2020-04-01,Houston,1284,596,145657
2020-04-01,Humphreys,2435,1173,288616
2020-04-01,Jackson,2025,1070,231150
2020-04-01,Jefferson,6825,3340,772066
2020-04-01,Johnson,3079,1641,334947
2020-04-01,Knox,46171,23534,5622800
2020-04-01,Lake,1720,968,201993
2020-04-01,Lauderdale,5774,2961,696478
2020-04-01,Lawrence,5964,2857,662456
2020-04-01,Lewis,1928,948,211992
2020-04-01,Lincoln,5015,2319,579494
2020-04-01,Loudon,4369,2078,500407
2020-04-01,Macon,4629,2169,560485
2020-04-01,Madison,16450,8039,2006459
2020-04-01,Marion,4619,2268,569874
2020-04-01,Marshall,3917,1801,471797
2020-04-01,Maury,9939,4753,1237061
2020-04-01,Meigs,2179,1077,262309
2020-04-01,Monroe,6915,3350,778732
2020-04-01,Montgomery,23363,10273,2910879
2020-04-01,Moore,483,227,55665
2020-04-01,Morgan,3367,1622,378560
2020-04-01,McMinn,7920,3863,942511
2020-04-01,McNairy,4401,2365,492631
2020-04-01,Obion,4953,2453,578611
2020-04-01,Overton,3046,1570,332846
2020-04-01,Perry,1329,631,149266
2020-04-01,Pickett,795,417,80304
2020-04-01,Polk,2458,1229,283253
2020-04-01,Putnam,9907,4949,1173202
2020-04-01,Rhea,2821,1388,339914
2020-04-01,Roane,6860,3359,797061
2020-04-01,Robertson,7556,3471,952922
2020-04-01,Rutherford,26475,11521,3360704
2020-04-01,Scott,6079,3095,696884
2020-04-01,Sequatchie,10394,5099,1216669
2020-04-01,Sevier,10419,4928,1227110
2020-04-01,Shelby,195089,91839,25840212
2020-04-01,Smith,2412,1171,289664
2020-04-01,Stewart,1662,746,185272
2020-04-01,Sullivan,20829,10405,2395903
2020-04-01,Sumner,15100,6877,1901901
2020-04-01,Tipton,8532,4046,1038419
2020-04-01,Trousdale,1213,590,145498
2020-04-01,Unicoi,2497,1310,269973
2020-04-01,Union,3555,1643,387420
2020-04-01,Van Buren,932,445,100347
2020-04-01,Warren,7156,3453,853183
2020-04-01,Washington,13710,7140,1636448
2020-04-01,Wayne,1979,1044,211026
2020-04-01,Weakley,4563,2325,518162
2020-04-01,White,4247,2053,491375
2020-04-01,Williamson,4017,1844,496517
2020-04-01,Wilson,9646,4612,1251860
2020-05-01,Anderson,10246,5053,1211544
2020-05-01,Bedford,7842,3525,986040
2020-05-01,Benton,2587,1348,289806
2020-05-01,Bledsoe,2575,1340,315311
2020-05-01,Blount,11659,6014,1378796
2020-05-01,Bradley,14209,6907,1749330
2020-05-01,Campbell,8621,4683,997628
2020-05-01,Cannon,2031,1021,251261
2020-05-01,Carroll,4514,2214,523089
2020-05-01,Carter,8161,4060,908036
2020-05-01,Cheatham,3443,1605,433123
2020-05-01,Chester,2461,1144,282511
2020-05-01,Claiborne,5463,2780,601076
2020-05-01,Clay,1552,791,169695
2020-05-01,Cocke,8515,4391,1008044
2020-05-01,Coffee,8500,4008,1053734
2020-05-01,Crockett,2171,1048,250083
2020-05-01,Cumberland,7718,3800,905465
2020-05-01,Davidson,74567,35352,9683373
2020-05-01,Decatur,1884,967,211821
2020-05-01,Dekalb,3171,1561,392257
2020-05-01,Dickson,6215,3121,767446
2020-05-01,Dyer,7443,3655,881145
2020-05-01,Fayette,4637,2440,553139
2020-05-01,Fentress,3867,2070,414746
2020-05-01,Franklin,4358,2159,530999
2020-05-01,Gibson,8017,3915,909442
2020-05-01,Giles,4115,2061,484981
2020-05-01,Grainger,3431,1653,392070
2020-05-01,Greene,8286,4206,918815
2020-05-01,Grundy,3280,1652,378563
2020-05-01,Hamblen,9175,4455,1083559
2020-05-01,Hamilton,44188,22302,5679865
2020-05-01,Hancock,2190,1165,245574
2020-05-01,Hardeman,4450,2347,524057
2020-05-01,Hardin,4594,2385,510961
2020-05-01,Hawkins,8925,4297,1012704
2020-05-01,Haywood,3911,2070,445141
2020-05-01,Henderson,4468,2238,515416
2020-05-01,Henry,5331,2606,621838
2020-05-01,Hickman,3506,1705,414968
2020-05-01,Houston,1208,577,138754
2020-05-01,Humphreys,2373,1157,284699
2020-05-01,Jackson,2025,1064,232251
2020-05-01,Jefferson,6796,3344,781832
2020-05-01,Johnson,3072,1643,333659
2020-05-01,Knox,46015,23615,5686035
2020-05-01,Lake,1702,957,203241
2020-05-01,Lauderdale,5632,2916,679469
2020-05-01,Lawrence,5908,2870,672249
2020-05-01,Lewis,1903,935,214181
2020-05-01,Lincoln,4953,2313,581571
2020-05-01,Loudon,4259,2065,494503
2020-05-01,Macon,4510,2147,551945
2020-05-01,Madison,16264,7980,1998840
2020-05-01,Marion,4608,2273,574561
2020-05-01,Marshall,3828,1772,464589
2020-05-01,Maury,9780,4684,1233044
2020-05-01,Meigs,2190,1101,270786
2020-05-01,Monroe,6978,3396,794070
2020-05-01,Montgomery,23107,10222,2911655
2020-05-01,Moore,480,229,57499
2020-05-01,Morgan,3383,1639,383934
2020-05-01,McMinn,7926,3862,957268
2020-05-01,McNairy,4334,2355,483762
2020-05-01,Obion,4943,2453,576174
2020-05-01,Overton,3047,1566,343064
2020-05-01,Perry,1324,627,152563
2020-05-01,Pickett,792,413,80565
2020-05-01,Polk,2431,1224,276520
2020-05-01,Putnam,9673,4844,1157767
2020-05-01,Rhea,5821,2883,716519
2020-05-01,Roane,6866,3377,809656
2020-05-01,Robertson,7411,3444,946767
2020-05-01,Rutherford,26504,11577,3418762
2020-05-01,Scott,6098,3113,708200
2020-05-01,Sequatchie,2818,1395,343581
2020-05-01,Sevier,10137,4772,1185341
2020-05-01,Shelby,192121,90590,25351190
2020-05-01,Smith,2372,1159,290075
2020-05-01,Stewart,1673,748,188002
2020-05-01,Sullivan,20813,10471,2434675
2020-05-01,Sumner,15202,6941,1936310
2020-05-01,Tipton,8337,4017,1032002
2020-05-01,Trousdale,1181,588,144960
2020-05-01,Unicoi,2464,1293,267229
2020-05-01,Union,3561,1665,397417
2020-05-01,Van Buren,926,448,100473
2020-05-01,Warren,7063,3418,849795
2020-05-01,Washington,13600,7112,1638061
2020-05-01,Wayne,1946,1027,208104
2020-05-01,Weakley,4569,2331,527653
2020-05-01,White,4237,2063,496175
2020-05-01,Williamson,4016,1855,496302
2020-05-01,Wilson,9590,4590,1264432
2020-06-01,Anderson,9921,5015,1177556
2020-06-01,Bedford,7794,3573,984357
2020-06-01,Benton,2494,1321,280575
2020-06-01,Bledsoe,2584,1356,315123
2020-06-01,Blount,11307,5924,1328887
2020-06-01,Bradley,14029,6893,1716561
2020-06-01,Campbell,8442,4672,965284
2020-06-01,Cannon,1993,1007,249649
2020-06-01,Carroll,4425,2182,506504
2020-06-01,Carter,7771,3946,849451
2020-06-01,Cheatham,3338,1599,419030
2020-06-01,Chester,2347,1110,266486
2020-06-01,Claiborne,5264,2711,570140
2020-06-01,Clay,1517,784,163784
2020-06-01,Cocke,7920,4212,924244
2020-06-01,Coffee,8618,4110,1068534
2020-06-01,Crockett,2139,1056,245907
2020-06-01,Cumberland,7669,3787,898791
2020-06-01,Davidson,75759,36645,9711217
2020-06-01,Decatur,1816,951,196348
2020-06-01,Dekalb,3100,1545,380542
2020-06-01,Dickson,6192,3135,763053
2020-06-01,Dyer,7072,3553,836549
2020-06-01,Fayette,4671,2504,549267
2020-06-01,Fentress,3829,2081,412695
2020-06-01,Franklin,4232,2119,512796
2020-06-01,Gibson,7830,3910,879104
2020-06-01,Giles,3898,1990,461075
2020-06-01,Grainger,3302,1628,371893
2020-06-01,Greene,8038,4173,892598
2020-06-01,Grundy,3156,1619,364093
2020-06-01,Hamblen,8618,4318,1008896
2020-06-01,Hamilton,43042,22132,5474559
2020-06-01,Hancock,2179,1158,243501
2020-06-01,Hardeman,4491,2395,525530
2020-06-01,Hardin,4713,2472,524341
2020-06-01,Hawkins,8486,4180,965155
2020-06-01,Haywood,3890,2077,433454
2020-06-01,Henderson,4329,2217,482761
2020-06-01,Henry,5160,2549,597961
2020-06-01,Hickman,3297,1651,385686
2020-06-01,Houston,1203,578,134493
2020-06-01,Humphreys,2289,1123,270448
2020-06-01,Jackson,1917,1032,219444
2020-06-01,Jefferson,6170,3156,705902
2020-06-01,Johnson,3003,1621,323741
2020-06-01,Knox,45347,23631,5574828
2020-06-01,Lake,1641,939,197889
2020-06-01,Lauderdale,5535,2873,660247
2020-06-01,Lawrence,5536,2765,623530
2020-06-01,Lewis,1791,909,197744
2020-06-01,Lincoln,5027,2351,587751
2020-06-01,Loudon,4034,1996,468491
2020-06-01,Macon,4405,2109,539082
2020-06-01,Madison,15930,7922,1944997
2020-06-01,Marion,4449,2224,553613
2020-06-01,Marshall,3789,1785,461821
2020-06-01,Maury,8971,4448,1124873
2020-06-01,Meigs,2210,1110,268903
2020-06-01,Monroe,6600,3297,745137
2020-06-01,Montgomery,22252,10043,2805200
2020-06-01,Moore,468,229,55497
2020-06-01,Morgan,3223,1598,362157
2020-06-01,McMinn,7555,3762,905385
2020-06-01,McNairy,4278,2323,475532
2020-06-01,Obion,4846,2436,556340
2020-06-01,Overton,2956,1569,332327
2020-06-01,Perry,1234,603,138667
2020-06-01,Pickett,738,393,73869
2020-06-01,Polk,2410,1227,273755
2020-06-01,Putnam,9478,4815,1131996
2020-06-01,Rhea,5792,2888,706980
2020-06-01,Roane,6705,3346,787564
2020-06-01,Robertson,7341,3436,926111
2020-06-01,Rutherford,26153,11595,3340566
2020-06-01,Scott,5860,3004,676789
2020-06-01,Sequatchie,2843,1409,344197
2020-06-01,Sevier,8246,4204,962247
2020-06-01,Shelby,194240,93473,25586656
2020-06-01,Smith,2296,1144,278956
2020-06-01,Stewart,1671,761,186072
2020-06-01,Sullivan,19777,10153,2294801
2020-06-01,Sumner,14766,6859,1867516
2020-06-01,Tipton,8270,4042,1009346
2020-06-01,Trousdale,1181,592,144041
2020-06-01,Unicoi,2460,1304,268321
2020-06-01,Union,3459,1650,381625
2020-06-01,Van Buren,890,435,96574
2020-06-01,Warren,6812,3342,814883
2020-06-01,Washington,13369,7129,1602246
2020-06-01,Wayne,1870,1025,198869
2020-06-01,Weakley,4455,2301,504808
2020-06-01,White,4186,2049,492117
2020-06-01,Williamson,3978,1867,491122
2020-06-01,Wilson,9446,4597,1238319
2020-07-01,Anderson,9677,4947,1143924
2020-07-01,Bedford,7681,3527,972131
2020-07-01,Benton,2434,1289,272641
2020-07-01,Bledsoe,2498,1324,304371
2020-07-01,Blount,10856,5758,1279525
2020-07-01,Bradley,13351,6686,1636293
2020-07-01,Campbell,8197,4589,935726
2020-07-01,Cannon,1889,973,236196
2020-07-01,Carroll,4277,2133,485052
2020-07-01,Carter,7587,3873,834593
2020-07-01,Cheatham,3164,1516,395820
2020-07-01,Chester,2285,1093,258715
2020-07-01,Claiborne,5276,2722,575519
2020-07-01,Clay,1467,769,156030
2020-07-01,Cocke,7637,4092,877122
2020-07-01,Coffee,7826,3827,975464
2020-07-01,Crockett,2043,1023,237579
2020-07-01,Cumberland,7194,3629,841951
2020-07-01,Davidson,73581,35937,9426266
2020-07-01,Decatur,1730,929,182673
2020-07-01,Dekalb,2924,1502,357526
2020-07-01,Dickson,6188,3116,763359
2020-07-01,Dyer,6918,3496,820512
2020-07-01,Fayette,4490,2427,531256
2020-07-01,Fentress,3729,2047,399607
2020-07-01,Franklin,4169,2118,503378
2020-07-01,Gibson,7430,3811,846594
2020-07-01,Giles,3674,1916,433629
2020-07-01,Grainger,3248,1611,364211
2020-07-01,Greene,7889,4132,875504
2020-07-01,Grundy,3086,1616,360631
2020-07-01,Hamblen,8363,4217,973461
2020-07-01,Hamilton,41198,21373,5212384
2020-07-01,Hancock,2096,1132,234501
2020-07-01,Hardeman,4483,2375,514850
2020-07-01,Hardin,4623,2443,516282
2020-07-01,Hawkins,8300,4130,933592
2020-07-01,Haywood,3770,2035,416670
2020-07-01,Henderson,4286,2196,483872
2020-07-01,Henry,5087,2531,591941
2020-07-01,Hickman,3260,1658,386938
2020-07-01,Houston,1146,559,130963
2020-07-01,Humphreys,2267,1134,267025
2020-07-01,Jackson,1902,1034,215464
2020-07-01,Jefferson,6005,3097,684650
2020-07-01,Johnson,2991,1625,321621
